"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - K1";"KV2021 - K2";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ";"KV2021 - Å1";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - 0";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ"
"766006";"766006";"72";"8";"3";"1070";"706";"8";"0";"698";"339";"3";"48";"50";"5";"7";"-";"-";"10";"-";"-";"1";"-";"-";"49";"-";"-";"-";"170";"-";"1";"15";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1070";"706";"8";"0";"698";"339";"3";"48";"50";"5";"7";"-";"-";"10";"-";"-";"1";"-";"-";"49";"-";"-";"-";"170";"-";"1";"15";"0";"-";"-";"-";"-";"-";"-"
"766007";"766007";"72";"8";"3";"3675";"2723";"29";"17";"2677";"1303";"19";"140";"77";"57";"25";"-";"-";"69";"-";"-";"6";"-";"-";"181";"-";"-";"-";"717";"-";"37";"42";"4";"-";"-";"-";"-";"-";"-";"-";"-";"3675";"2723";"29";"17";"2677";"1303";"19";"140";"77";"57";"25";"-";"-";"69";"-";"-";"6";"-";"-";"181";"-";"-";"-";"717";"-";"37";"42";"4";"-";"-";"-";"-";"-";"-"
"766008";"766008";"72";"8";"3";"622";"482";"7";"0";"475";"195";"3";"29";"20";"8";"12";"-";"-";"7";"-";"-";"3";"-";"-";"34";"-";"-";"-";"152";"-";"2";"10";"0";"-";"-";"-";"-";"-";"-";"-";"-";"622";"482";"7";"0";"475";"195";"3";"29";"20";"8";"12";"-";"-";"7";"-";"-";"3";"-";"-";"34";"-";"-";"-";"152";"-";"2";"10";"0";"-";"-";"-";"-";"-";"-"
"766010";"766010";"72";"8";"3";"1355";"927";"16";"3";"908";"309";"9";"25";"55";"37";"5";"-";"-";"19";"-";"-";"0";"-";"-";"63";"-";"-";"-";"349";"-";"5";"27";"5";"-";"-";"-";"-";"-";"-";"-";"-";"1355";"927";"16";"3";"908";"309";"9";"25";"55";"37";"5";"-";"-";"19";"-";"-";"0";"-";"-";"63";"-";"-";"-";"349";"-";"5";"27";"5";"-";"-";"-";"-";"-";"-"
"766011";"766011";"72";"8";"3";"1203";"779";"12";"3";"764";"201";"5";"42";"36";"32";"8";"-";"-";"11";"-";"-";"3";"-";"-";"67";"-";"-";"-";"329";"-";"1";"22";"7";"-";"-";"-";"-";"-";"-";"-";"-";"1203";"779";"12";"3";"764";"201";"5";"42";"36";"32";"8";"-";"-";"11";"-";"-";"3";"-";"-";"67";"-";"-";"-";"329";"-";"1";"22";"7";"-";"-";"-";"-";"-";"-"
"766012";"766012";"72";"8";"3";"1572";"1026";"7";"2";"1017";"387";"12";"66";"35";"34";"16";"-";"-";"16";"-";"-";"2";"-";"-";"75";"-";"-";"-";"352";"-";"2";"20";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1572";"1026";"7";"2";"1017";"387";"12";"66";"35";"34";"16";"-";"-";"16";"-";"-";"2";"-";"-";"75";"-";"-";"-";"352";"-";"2";"20";"0";"-";"-";"-";"-";"-";"-"
"766013";"766013";"72";"8";"3";"1437";"1007";"10";"5";"992";"248";"15";"32";"38";"44";"14";"-";"-";"52";"-";"-";"0";"-";"-";"53";"-";"-";"-";"460";"-";"0";"31";"5";"-";"-";"-";"-";"-";"-";"-";"-";"1437";"1007";"10";"5";"992";"248";"15";"32";"38";"44";"14";"-";"-";"52";"-";"-";"0";"-";"-";"53";"-";"-";"-";"460";"-";"0";"31";"5";"-";"-";"-";"-";"-";"-"
"766014";"766014";"72";"8";"3";"1174";"784";"10";"3";"771";"231";"9";"45";"47";"33";"17";"-";"-";"13";"-";"-";"6";"-";"-";"110";"-";"-";"-";"227";"-";"0";"30";"3";"-";"-";"-";"-";"-";"-";"-";"-";"1174";"784";"10";"3";"771";"231";"9";"45";"47";"33";"17";"-";"-";"13";"-";"-";"6";"-";"-";"110";"-";"-";"-";"227";"-";"0";"30";"3";"-";"-";"-";"-";"-";"-"
"766015";"766015";"72";"8";"3";"1863";"1304";"19";"6";"1279";"397";"14";"62";"55";"52";"13";"-";"-";"17";"-";"-";"3";"-";"-";"100";"-";"-";"-";"530";"-";"3";"31";"2";"-";"-";"-";"-";"-";"-";"-";"-";"1863";"1304";"19";"6";"1279";"397";"14";"62";"55";"52";"13";"-";"-";"17";"-";"-";"3";"-";"-";"100";"-";"-";"-";"530";"-";"3";"31";"2";"-";"-";"-";"-";"-";"-"
"766016";"766016";"72";"8";"3";"85";"75";"2";"0";"73";"21";"2";"2";"2";"8";"3";"-";"-";"1";"-";"-";"0";"-";"-";"1";"-";"-";"-";"23";"-";"0";"9";"1";"-";"-";"-";"-";"-";"-";"-";"-";"85";"75";"2";"0";"73";"21";"2";"2";"2";"8";"3";"-";"-";"1";"-";"-";"0";"-";"-";"1";"-";"-";"-";"23";"-";"0";"9";"1";"-";"-";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1141";"841";"10";"0";"831";"287";"7";"20";"30";"18";"8";"-";"-";"28";"-";"-";"0";"-";"-";"98";"-";"-";"-";"324";"-";"0";"9";"2";"-";"-";"-";"-";"-";"-";"-";"-";"1141";"841";"10";"0";"831";"287";"7";"20";"30";"18";"8";"-";"-";"28";"-";"-";"0";"-";"-";"98";"-";"-";"-";"324";"-";"0";"9";"2";"-";"-";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"388";"236";"2";"1";"233";"55";"8";"7";"13";"9";"4";"-";"-";"8";"-";"-";"0";"-";"-";"34";"-";"-";"-";"88";"-";"0";"6";"1";"-";"-";"-";"-";"-";"-";"-";"-";"388";"236";"2";"1";"233";"55";"8";"7";"13";"9";"4";"-";"-";"8";"-";"-";"0";"-";"-";"34";"-";"-";"-";"88";"-";"0";"6";"1";"-";"-";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"613";"433";"4";"2";"427";"111";"3";"19";"29";"20";"8";"-";"-";"20";"-";"-";"0";"-";"-";"55";"-";"-";"-";"144";"-";"0";"16";"2";"-";"-";"-";"-";"-";"-";"-";"-";"613";"433";"4";"2";"427";"111";"3";"19";"29";"20";"8";"-";"-";"20";"-";"-";"0";"-";"-";"55";"-";"-";"-";"144";"-";"0";"16";"2";"-";"-";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1499";"1079";"11";"2";"1066";"224";"17";"41";"46";"19";"10";"-";"-";"146";"-";"-";"0";"-";"-";"98";"-";"-";"-";"447";"-";"2";"16";"0";"-";"-";"-";"-";"-";"-";"-";"-";"1499";"1079";"11";"2";"1066";"224";"17";"41";"46";"19";"10";"-";"-";"146";"-";"-";"0";"-";"-";"98";"-";"-";"-";"447";"-";"2";"16";"0";"-";"-";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2577";"1725";"21";"18";"1686";"499";"15";"88";"54";"38";"21";"-";"-";"68";"-";"-";"0";"-";"-";"226";"-";"-";"-";"639";"-";"1";"36";"1";"-";"-";"-";"-";"-";"-";"-";"-";"2577";"1725";"21";"18";"1686";"499";"15";"88";"54";"38";"21";"-";"-";"68";"-";"-";"0";"-";"-";"226";"-";"-";"-";"639";"-";"1";"36";"1";"-";"-";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1249";"889";"12";"2";"875";"481";"6";"27";"34";"10";"4";"-";"-";"33";"-";"-";"0";"-";"-";"58";"-";"-";"-";"209";"-";"0";"12";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1249";"889";"12";"2";"875";"481";"6";"27";"34";"10";"4";"-";"-";"33";"-";"-";"0";"-";"-";"58";"-";"-";"-";"209";"-";"0";"12";"1";"-";"-";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"612";"475";"6";"7";"462";"75";"1";"11";"19";"4";"5";"-";"-";"5";"-";"-";"1";"-";"-";"39";"-";"-";"-";"295";"-";"0";"6";"1";"-";"-";"-";"-";"-";"-";"-";"-";"612";"475";"6";"7";"462";"75";"1";"11";"19";"4";"5";"-";"-";"5";"-";"-";"1";"-";"-";"39";"-";"-";"-";"295";"-";"0";"6";"1";"-";"-";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"781";"544";"3";"2";"539";"137";"5";"25";"20";"11";"8";"-";"-";"19";"-";"-";"0";"-";"-";"58";"-";"-";"-";"251";"-";"0";"5";"0";"-";"-";"-";"-";"-";"-";"-";"-";"781";"544";"3";"2";"539";"137";"5";"25";"20";"11";"8";"-";"-";"19";"-";"-";"0";"-";"-";"58";"-";"-";"-";"251";"-";"0";"5";"0";"-";"-";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"377";"252";"3";"1";"248";"59";"4";"9";"8";"8";"1";"-";"-";"4";"-";"-";"0";"-";"-";"26";"-";"-";"-";"114";"-";"1";"11";"3";"-";"-";"-";"-";"-";"-";"-";"-";"377";"252";"3";"1";"248";"59";"4";"9";"8";"8";"1";"-";"-";"4";"-";"-";"0";"-";"-";"26";"-";"-";"-";"114";"-";"1";"11";"3";"-";"-";"-";"-";"-";"-"
"773001";"773001";"87";"10";"3";"645";"491";"2";"2";"487";"108";"12";"101";"25";"3";"-";"-";"-";"-";"-";"-";"5";"-";"-";"28";"-";"-";"-";"192";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"645";"491";"2";"2";"487";"108";"12";"101";"25";"3";"-";"-";"-";"-";"-";"-";"5";"-";"-";"28";"-";"-";"-";"192";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-"
"773002";"773002";"87";"10";"3";"487";"362";"2";"0";"360";"107";"13";"30";"4";"8";"-";"-";"-";"-";"-";"-";"33";"-";"-";"19";"-";"-";"-";"130";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"487";"362";"2";"0";"360";"107";"13";"30";"4";"8";"-";"-";"-";"-";"-";"-";"33";"-";"-";"19";"-";"-";"-";"130";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-"
"773003";"773003";"87";"10";"3";"298";"255";"0";"2";"253";"59";"9";"23";"4";"5";"-";"-";"-";"-";"-";"-";"15";"-";"-";"11";"-";"-";"-";"120";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"298";"255";"0";"2";"253";"59";"9";"23";"4";"5";"-";"-";"-";"-";"-";"-";"15";"-";"-";"11";"-";"-";"-";"120";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-"
"773004";"773004";"87";"10";"3";"469";"396";"3";"1";"392";"99";"33";"12";"6";"6";"-";"-";"-";"-";"-";"-";"8";"-";"-";"25";"-";"-";"-";"194";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"469";"396";"3";"1";"392";"99";"33";"12";"6";"6";"-";"-";"-";"-";"-";"-";"8";"-";"-";"25";"-";"-";"-";"194";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-"
"773005";"773005";"87";"10";"3";"315";"230";"1";"0";"229";"46";"8";"12";"4";"13";"-";"-";"-";"-";"-";"-";"8";"-";"-";"22";"-";"-";"-";"109";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"315";"230";"1";"0";"229";"46";"8";"12";"4";"13";"-";"-";"-";"-";"-";"-";"8";"-";"-";"22";"-";"-";"-";"109";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-"
"773006";"773006";"87";"10";"3";"313";"261";"2";"1";"258";"48";"6";"10";"4";"8";"-";"-";"-";"-";"-";"-";"7";"-";"-";"13";"-";"-";"-";"145";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"313";"261";"2";"1";"258";"48";"6";"10";"4";"8";"-";"-";"-";"-";"-";"-";"7";"-";"-";"13";"-";"-";"-";"145";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-"
"773007";"773007";"87";"10";"3";"719";"527";"2";"2";"523";"118";"9";"22";"3";"8";"-";"-";"-";"-";"-";"-";"35";"-";"-";"32";"-";"-";"-";"286";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"719";"527";"2";"2";"523";"118";"9";"22";"3";"8";"-";"-";"-";"-";"-";"-";"35";"-";"-";"32";"-";"-";"-";"286";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-"
"773008";"773008";"87";"10";"3";"497";"390";"1";"0";"389";"102";"4";"20";"5";"10";"-";"-";"-";"-";"-";"-";"13";"-";"-";"33";"-";"-";"-";"202";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"497";"390";"1";"0";"389";"102";"4";"20";"5";"10";"-";"-";"-";"-";"-";"-";"13";"-";"-";"33";"-";"-";"-";"202";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-"
"773009";"773009";"87";"10";"3";"663";"508";"3";"3";"502";"148";"9";"24";"10";"21";"-";"-";"-";"-";"-";"-";"13";"-";"-";"24";"-";"-";"-";"245";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"663";"508";"3";"3";"502";"148";"9";"24";"10";"21";"-";"-";"-";"-";"-";"-";"13";"-";"-";"24";"-";"-";"-";"245";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-"
"773010";"773010";"87";"10";"3";"454";"328";"0";"0";"328";"100";"5";"11";"6";"6";"-";"-";"-";"-";"-";"-";"0";"-";"-";"17";"-";"-";"-";"177";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"454";"328";"0";"0";"328";"100";"5";"11";"6";"6";"-";"-";"-";"-";"-";"-";"0";"-";"-";"17";"-";"-";"-";"177";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-"
"773011";"773011";"87";"10";"3";"434";"346";"2";"0";"344";"67";"28";"5";"8";"6";"-";"-";"-";"-";"-";"-";"3";"-";"-";"22";"-";"-";"-";"203";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"434";"346";"2";"0";"344";"67";"28";"5";"8";"6";"-";"-";"-";"-";"-";"-";"3";"-";"-";"22";"-";"-";"-";"203";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-"
"773012";"773012";"87";"10";"3";"624";"476";"3";"1";"472";"109";"16";"24";"7";"8";"-";"-";"-";"-";"-";"-";"9";"-";"-";"28";"-";"-";"-";"265";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"624";"476";"3";"1";"472";"109";"16";"24";"7";"8";"-";"-";"-";"-";"-";"-";"9";"-";"-";"28";"-";"-";"-";"265";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-"
"773013";"773013";"87";"10";"3";"622";"474";"1";"2";"471";"85";"14";"14";"1";"3";"-";"-";"-";"-";"-";"-";"5";"-";"-";"100";"-";"-";"-";"242";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"622";"474";"1";"2";"471";"85";"14";"14";"1";"3";"-";"-";"-";"-";"-";"-";"5";"-";"-";"100";"-";"-";"-";"242";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-"
"773014";"773014";"87";"10";"3";"665";"499";"4";"0";"495";"69";"89";"12";"7";"10";"-";"-";"-";"-";"-";"-";"3";"-";"-";"28";"-";"-";"-";"269";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"665";"499";"4";"0";"495";"69";"89";"12";"7";"10";"-";"-";"-";"-";"-";"-";"3";"-";"-";"28";"-";"-";"-";"269";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-"
"773015";"773015";"87";"10";"3";"476";"364";"5";"1";"358";"80";"27";"7";"3";"6";"-";"-";"-";"-";"-";"-";"8";"-";"-";"27";"-";"-";"-";"196";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"476";"364";"5";"1";"358";"80";"27";"7";"3";"6";"-";"-";"-";"-";"-";"-";"8";"-";"-";"27";"-";"-";"-";"196";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-"
"773016";"773016";"87";"10";"3";"488";"370";"1";"0";"369";"69";"16";"16";"3";"6";"-";"-";"-";"-";"-";"-";"2";"-";"-";"24";"-";"-";"-";"226";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"488";"370";"1";"0";"369";"69";"16";"16";"3";"6";"-";"-";"-";"-";"-";"-";"2";"-";"-";"24";"-";"-";"-";"226";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-"
"773017";"773017";"87";"10";"3";"486";"353";"1";"0";"352";"96";"10";"9";"11";"10";"-";"-";"-";"-";"-";"-";"3";"-";"-";"48";"-";"-";"-";"154";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"486";"353";"1";"0";"352";"96";"10";"9";"11";"10";"-";"-";"-";"-";"-";"-";"3";"-";"-";"48";"-";"-";"-";"154";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7581";"5259";"48";"26";"5185";"1963";"125";"274";"57";"110";"-";"-";"-";"-";"-";"-";"210";"-";"-";"219";"-";"-";"-";"2068";"-";"-";"159";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7581";"5259";"48";"26";"5185";"1963";"125";"274";"57";"110";"-";"-";"-";"-";"-";"-";"210";"-";"-";"219";"-";"-";"-";"2068";"-";"-";"159";"-";"-";"-";"-";"-";"-";"-"
"779001";"779001";"74";"9";"3";"6474";"4091";"61";"14";"4016";"1340";"139";"183";"163";"317";"-";"-";"-";"-";"-";"-";"348";"-";"-";"120";"-";"-";"-";"1300";"-";"-";"92";"-";"-";"-";"-";"-";"-";"-";"14";"-";"6474";"4091";"61";"14";"4016";"1340";"139";"183";"163";"317";"-";"-";"-";"-";"-";"-";"348";"-";"-";"120";"-";"-";"-";"1300";"-";"-";"92";"-";"-";"-";"-";"-";"-";"14"
"779002";"779002";"74";"9";"3";"5089";"3875";"49";"9";"3817";"1106";"127";"210";"112";"295";"-";"-";"-";"-";"-";"-";"257";"-";"-";"68";"-";"-";"-";"1592";"-";"-";"43";"-";"-";"-";"-";"-";"-";"-";"7";"-";"5089";"3875";"49";"9";"3817";"1106";"127";"210";"112";"295";"-";"-";"-";"-";"-";"-";"257";"-";"-";"68";"-";"-";"-";"1592";"-";"-";"43";"-";"-";"-";"-";"-";"-";"7"
"779003";"779003";"74";"9";"3";"5461";"3687";"50";"13";"3624";"1332";"90";"150";"94";"276";"-";"-";"-";"-";"-";"-";"399";"-";"-";"106";"-";"-";"-";"1087";"-";"-";"83";"-";"-";"-";"-";"-";"-";"-";"7";"-";"5461";"3687";"50";"13";"3624";"1332";"90";"150";"94";"276";"-";"-";"-";"-";"-";"-";"399";"-";"-";"106";"-";"-";"-";"1087";"-";"-";"83";"-";"-";"-";"-";"-";"-";"7"
"779004";"779004";"74";"9";"3";"3110";"2365";"25";"4";"2336";"529";"34";"219";"78";"109";"-";"-";"-";"-";"-";"-";"122";"-";"-";"57";"-";"-";"-";"1137";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"13";"-";"3110";"2365";"25";"4";"2336";"529";"34";"219";"78";"109";"-";"-";"-";"-";"-";"-";"122";"-";"-";"57";"-";"-";"-";"1137";"-";"-";"38";"-";"-";"-";"-";"-";"-";"13"
"779005";"779005";"74";"9";"3";"1120";"865";"4";"0";"861";"143";"16";"38";"21";"43";"-";"-";"-";"-";"-";"-";"11";"-";"-";"24";"-";"-";"-";"532";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"5";"-";"1120";"865";"4";"0";"861";"143";"16";"38";"21";"43";"-";"-";"-";"-";"-";"-";"11";"-";"-";"24";"-";"-";"-";"532";"-";"-";"28";"-";"-";"-";"-";"-";"-";"5"
"779006";"779006";"74";"9";"3";"616";"461";"6";"2";"453";"191";"11";"21";"20";"17";"-";"-";"-";"-";"-";"-";"20";"-";"-";"15";"-";"-";"-";"147";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"2";"-";"616";"461";"6";"2";"453";"191";"11";"21";"20";"17";"-";"-";"-";"-";"-";"-";"20";"-";"-";"15";"-";"-";"-";"147";"-";"-";"9";"-";"-";"-";"-";"-";"-";"2"
"779007";"779007";"74";"9";"3";"748";"585";"4";"2";"579";"196";"7";"16";"32";"32";"-";"-";"-";"-";"-";"-";"31";"-";"-";"22";"-";"-";"-";"231";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"9";"-";"748";"585";"4";"2";"579";"196";"7";"16";"32";"32";"-";"-";"-";"-";"-";"-";"31";"-";"-";"22";"-";"-";"-";"231";"-";"-";"3";"-";"-";"-";"-";"-";"-";"9"
"779008";"779008";"74";"9";"3";"571";"415";"1";"1";"413";"129";"8";"18";"13";"68";"-";"-";"-";"-";"-";"-";"3";"-";"-";"8";"-";"-";"-";"161";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"1";"-";"571";"415";"1";"1";"413";"129";"8";"18";"13";"68";"-";"-";"-";"-";"-";"-";"3";"-";"-";"8";"-";"-";"-";"161";"-";"-";"4";"-";"-";"-";"-";"-";"-";"1"
"779009";"779009";"74";"9";"3";"670";"487";"3";"2";"482";"100";"8";"7";"20";"24";"-";"-";"-";"-";"-";"-";"3";"-";"-";"7";"-";"-";"-";"306";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"0";"-";"670";"487";"3";"2";"482";"100";"8";"7";"20";"24";"-";"-";"-";"-";"-";"-";"3";"-";"-";"7";"-";"-";"-";"306";"-";"-";"7";"-";"-";"-";"-";"-";"-";"0"
"779010";"779010";"74";"9";"3";"1108";"838";"15";"3";"820";"335";"3";"16";"25";"53";"-";"-";"-";"-";"-";"-";"14";"-";"-";"31";"-";"-";"-";"335";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"1";"-";"1108";"838";"15";"3";"820";"335";"3";"16";"25";"53";"-";"-";"-";"-";"-";"-";"14";"-";"-";"31";"-";"-";"-";"335";"-";"-";"7";"-";"-";"-";"-";"-";"-";"1"
"779011";"779011";"74";"9";"3";"1518";"1110";"13";"4";"1093";"229";"18";"42";"102";"79";"-";"-";"-";"-";"-";"-";"8";"-";"-";"30";"-";"-";"-";"574";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"0";"-";"1518";"1110";"13";"4";"1093";"229";"18";"42";"102";"79";"-";"-";"-";"-";"-";"-";"8";"-";"-";"30";"-";"-";"-";"574";"-";"-";"11";"-";"-";"-";"-";"-";"-";"0"
"779012";"779012";"74";"9";"3";"1132";"747";"7";"1";"739";"187";"10";"42";"58";"36";"-";"-";"-";"-";"-";"-";"15";"-";"-";"28";"-";"-";"-";"355";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"2";"-";"1132";"747";"7";"1";"739";"187";"10";"42";"58";"36";"-";"-";"-";"-";"-";"-";"15";"-";"-";"28";"-";"-";"-";"355";"-";"-";"6";"-";"-";"-";"-";"-";"-";"2"
"779013";"779013";"74";"9";"3";"1707";"1225";"15";"1";"1209";"394";"20";"28";"81";"67";"-";"-";"-";"-";"-";"-";"15";"-";"-";"40";"-";"-";"-";"544";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"3";"-";"1707";"1225";"15";"1";"1209";"394";"20";"28";"81";"67";"-";"-";"-";"-";"-";"-";"15";"-";"-";"40";"-";"-";"-";"544";"-";"-";"17";"-";"-";"-";"-";"-";"-";"3"
"779014";"779014";"74";"9";"3";"1287";"932";"13";"3";"916";"374";"15";"27";"37";"41";"-";"-";"-";"-";"-";"-";"15";"-";"-";"49";"-";"-";"-";"338";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"4";"-";"1287";"932";"13";"3";"916";"374";"15";"27";"37";"41";"-";"-";"-";"-";"-";"-";"15";"-";"-";"49";"-";"-";"-";"338";"-";"-";"16";"-";"-";"-";"-";"-";"-";"4"
"779015";"779015";"74";"9";"3";"1354";"934";"9";"1";"924";"364";"15";"22";"30";"74";"-";"-";"-";"-";"-";"-";"12";"-";"-";"21";"-";"-";"-";"379";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"3";"-";"1354";"934";"9";"1";"924";"364";"15";"22";"30";"74";"-";"-";"-";"-";"-";"-";"12";"-";"-";"21";"-";"-";"-";"379";"-";"-";"4";"-";"-";"-";"-";"-";"-";"3"
"779016";"779016";"74";"9";"3";"1436";"1074";"14";"2";"1058";"223";"17";"28";"47";"65";"-";"-";"-";"-";"-";"-";"26";"-";"-";"32";"-";"-";"-";"605";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"3";"-";"1436";"1074";"14";"2";"1058";"223";"17";"28";"47";"65";"-";"-";"-";"-";"-";"-";"26";"-";"-";"32";"-";"-";"-";"605";"-";"-";"12";"-";"-";"-";"-";"-";"-";"3"
"779017";"779017";"74";"9";"3";"578";"423";"7";"1";"415";"168";"2";"18";"19";"24";"-";"-";"-";"-";"-";"-";"7";"-";"-";"19";"-";"-";"-";"149";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"2";"-";"578";"423";"7";"1";"415";"168";"2";"18";"19";"24";"-";"-";"-";"-";"-";"-";"7";"-";"-";"19";"-";"-";"-";"149";"-";"-";"7";"-";"-";"-";"-";"-";"-";"2"
"779018";"779018";"74";"9";"3";"1076";"741";"4";"2";"735";"171";"10";"25";"68";"48";"-";"-";"-";"-";"-";"-";"18";"-";"-";"27";"-";"-";"-";"350";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"3";"-";"1076";"741";"4";"2";"735";"171";"10";"25";"68";"48";"-";"-";"-";"-";"-";"-";"18";"-";"-";"27";"-";"-";"-";"350";"-";"-";"15";"-";"-";"-";"-";"-";"-";"3"
"779019";"779019";"74";"9";"3";"721";"500";"3";"2";"495";"183";"9";"13";"19";"36";"-";"-";"-";"-";"-";"-";"11";"-";"-";"27";"-";"-";"-";"187";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"5";"-";"721";"500";"3";"2";"495";"183";"9";"13";"19";"36";"-";"-";"-";"-";"-";"-";"11";"-";"-";"27";"-";"-";"-";"187";"-";"-";"5";"-";"-";"-";"-";"-";"-";"5"
"779020";"779020";"74";"9";"3";"665";"548";"8";"0";"540";"97";"24";"14";"19";"54";"-";"-";"-";"-";"-";"-";"1";"-";"-";"10";"-";"-";"-";"310";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"1";"-";"665";"548";"8";"0";"540";"97";"24";"14";"19";"54";"-";"-";"-";"-";"-";"-";"1";"-";"-";"10";"-";"-";"-";"310";"-";"-";"10";"-";"-";"-";"-";"-";"-";"1"
