"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - K1";"KV2021 - K2";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ";"KV2021 - Å1";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - 0";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ"
"101051";"101051";"9";"1";"1";"9892";"5413";"107";"22";"5284";"1104";"360";"299";"177";"476";"89";"18";"33";"22";"12";"5";"36";"-";"48";"193";"8";"31";"114";"229";"5";"7";"1803";"151";"-";"-";"10";"24";"-";"18";"11";"-";"9892";"5413";"107";"22";"5284";"1104";"360";"299";"177";"476";"89";"18";"33";"22";"12";"5";"36";"-";"48";"193";"8";"31";"114";"229";"5";"7";"1803";"151";"1";"10";"24";"-";"18";"11"
"101052";"101052";"9";"1";"1";"7563";"5133";"80";"8";"5045";"654";"661";"570";"61";"604";"131";"7";"40";"20";"2";"4";"10";"-";"62";"46";"8";"29";"16";"380";"0";"8";"1465";"229";"-";"-";"9";"14";"-";"8";"7";"-";"7563";"5133";"80";"8";"5045";"654";"661";"570";"61";"604";"131";"7";"40";"20";"2";"4";"10";"-";"62";"46";"8";"29";"16";"380";"0";"8";"1465";"229";"0";"9";"14";"-";"8";"7"
"101053";"101053";"9";"1";"1";"7900";"5491";"48";"21";"5422";"787";"777";"654";"68";"632";"153";"12";"23";"15";"5";"4";"17";"-";"75";"58";"11";"33";"21";"388";"0";"2";"1472";"181";"-";"-";"7";"13";"-";"9";"4";"-";"7900";"5491";"48";"21";"5422";"787";"777";"654";"68";"632";"153";"12";"23";"15";"5";"4";"17";"-";"75";"58";"11";"33";"21";"388";"0";"2";"1472";"181";"1";"7";"13";"-";"9";"4"
"101054";"101054";"9";"1";"1";"3909";"2202";"38";"8";"2156";"318";"237";"151";"49";"263";"56";"8";"16";"9";"3";"2";"15";"-";"26";"37";"6";"1";"18";"144";"0";"1";"687";"78";"-";"-";"5";"13";"-";"6";"7";"-";"3909";"2202";"38";"8";"2156";"318";"237";"151";"49";"263";"56";"8";"16";"9";"3";"2";"15";"-";"26";"37";"6";"1";"18";"144";"0";"1";"687";"78";"0";"5";"13";"-";"6";"7"
"101055";"101055";"9";"1";"1";"16181";"8504";"135";"18";"8351";"1145";"1299";"1581";"179";"665";"486";"11";"60";"19";"5";"3";"23";"-";"75";"76";"7";"41";"11";"1158";"2";"3";"1228";"236";"-";"-";"4";"15";"-";"8";"7";"-";"16181";"8504";"135";"18";"8351";"1145";"1299";"1581";"179";"665";"486";"11";"60";"19";"5";"3";"23";"-";"75";"76";"7";"41";"11";"1158";"2";"3";"1228";"236";"4";"4";"15";"-";"8";"7"
"101056";"101056";"1";"1";"1";"8949";"5946";"61";"8";"5877";"762";"766";"1360";"132";"484";"336";"6";"24";"18";"3";"3";"7";"-";"51";"62";"5";"39";"6";"813";"0";"2";"822";"134";"-";"-";"8";"22";"-";"6";"4";"-";"8949";"5946";"61";"8";"5877";"762";"766";"1360";"132";"484";"336";"6";"24";"18";"3";"3";"7";"-";"51";"62";"5";"39";"6";"813";"0";"2";"822";"134";"2";"8";"22";"-";"6";"4"
"101057";"101057";"2";"1";"1";"9553";"5659";"85";"11";"5563";"926";"633";"523";"138";"647";"148";"1";"29";"27";"8";"7";"28";"-";"40";"159";"10";"37";"11";"390";"0";"7";"1559";"199";"-";"-";"6";"15";"-";"10";"3";"-";"9553";"5659";"85";"11";"5563";"926";"633";"523";"138";"647";"148";"1";"29";"27";"8";"7";"28";"-";"40";"159";"10";"37";"11";"390";"0";"7";"1559";"199";"2";"6";"15";"-";"10";"3"
"101058";"101058";"5";"1";"1";"11967";"6918";"101";"27";"6790";"866";"904";"403";"69";"879";"132";"6";"56";"23";"8";"3";"90";"-";"83";"73";"10";"9";"41";"318";"3";"8";"2473";"270";"-";"-";"16";"26";"-";"11";"10";"-";"11967";"6918";"101";"27";"6790";"866";"904";"403";"69";"879";"132";"6";"56";"23";"8";"3";"90";"-";"83";"73";"10";"9";"41";"318";"3";"8";"2473";"270";"0";"16";"26";"-";"11";"10"
"101059";"101059";"6";"1";"1";"6811";"3425";"45";"28";"3352";"635";"362";"270";"83";"394";"33";"4";"26";"20";"7";"6";"45";"-";"25";"83";"18";"11";"21";"156";"0";"7";"1033";"87";"-";"-";"4";"13";"-";"6";"3";"-";"6811";"3425";"45";"28";"3352";"635";"362";"270";"83";"394";"33";"4";"26";"20";"7";"6";"45";"-";"25";"83";"18";"11";"21";"156";"0";"7";"1033";"87";"0";"4";"13";"-";"6";"3"
"147001";"147001";"10";"1";"1";"9186";"7061";"46";"16";"6999";"1072";"752";"2683";"39";"348";"109";"40";"22";"18";"-";"3";"-";"-";"-";"47";"-";"-";"-";"412";"-";"4";"1359";"47";"-";"-";"-";"22";"-";"7";"15";"-";"9186";"7061";"46";"16";"6999";"1072";"752";"2683";"39";"348";"109";"40";"22";"18";"-";"3";"-";"-";"-";"47";"-";"-";"-";"412";"-";"4";"1359";"47";"-";"-";"22";"-";"7";"15"
"147002";"147002";"10";"1";"1";"9530";"7361";"44";"7";"7310";"1120";"707";"3149";"48";"302";"98";"41";"20";"8";"-";"2";"-";"-";"-";"32";"-";"-";"-";"448";"-";"3";"1258";"48";"-";"-";"-";"16";"-";"1";"9";"-";"9530";"7361";"44";"7";"7310";"1120";"707";"3149";"48";"302";"98";"41";"20";"8";"-";"2";"-";"-";"-";"32";"-";"-";"-";"448";"-";"3";"1258";"48";"-";"-";"16";"-";"1";"9"
"147003";"147003";"10";"1";"1";"12391";"9392";"78";"20";"9294";"1484";"1041";"3486";"64";"482";"100";"51";"31";"10";"-";"7";"-";"-";"-";"43";"-";"-";"-";"550";"-";"7";"1822";"78";"-";"-";"-";"20";"-";"4";"14";"-";"12391";"9392";"78";"20";"9294";"1484";"1041";"3486";"64";"482";"100";"51";"31";"10";"-";"7";"-";"-";"-";"43";"-";"-";"-";"550";"-";"7";"1822";"78";"-";"-";"20";"-";"4";"14"
"147004";"147004";"10";"1";"1";"11558";"8474";"66";"14";"8394";"1333";"919";"3279";"61";"427";"101";"31";"18";"12";"-";"6";"-";"-";"-";"56";"-";"-";"-";"592";"-";"7";"1451";"70";"-";"-";"-";"9";"-";"5";"17";"-";"11558";"8474";"66";"14";"8394";"1333";"919";"3279";"61";"427";"101";"31";"18";"12";"-";"6";"-";"-";"-";"56";"-";"-";"-";"592";"-";"7";"1451";"70";"-";"-";"9";"-";"5";"17"
"147005";"147005";"11";"1";"1";"11849";"7803";"73";"26";"7704";"1575";"548";"2912";"87";"370";"113";"63";"32";"17";"-";"5";"-";"-";"-";"78";"-";"-";"-";"444";"-";"11";"1345";"55";"-";"-";"-";"9";"-";"3";"37";"-";"11849";"7803";"73";"26";"7704";"1575";"548";"2912";"87";"370";"113";"63";"32";"17";"-";"5";"-";"-";"-";"78";"-";"-";"-";"444";"-";"11";"1345";"55";"-";"-";"9";"-";"3";"37"
"147006";"147006";"11";"1";"1";"10092";"7195";"61";"26";"7108";"1361";"552";"3019";"66";"270";"69";"47";"21";"16";"-";"16";"-";"-";"-";"81";"-";"-";"-";"372";"-";"9";"1127";"52";"-";"-";"-";"9";"-";"5";"16";"-";"10092";"7195";"61";"26";"7108";"1361";"552";"3019";"66";"270";"69";"47";"21";"16";"-";"16";"-";"-";"-";"81";"-";"-";"-";"372";"-";"9";"1127";"52";"-";"-";"9";"-";"5";"16"
"147007";"147007";"11";"1";"1";"10752";"7683";"75";"20";"7588";"1381";"602";"3300";"71";"336";"91";"50";"34";"12";"-";"4";"-";"-";"-";"46";"-";"-";"-";"430";"-";"6";"1124";"69";"-";"-";"-";"12";"-";"4";"16";"-";"10752";"7683";"75";"20";"7588";"1381";"602";"3300";"71";"336";"91";"50";"34";"12";"-";"4";"-";"-";"-";"46";"-";"-";"-";"430";"-";"6";"1124";"69";"-";"-";"12";"-";"4";"16"
"147008";"147008";"11";"1";"1";"8822";"6778";"61";"14";"6703";"1092";"565";"2779";"48";"317";"88";"51";"23";"12";"-";"6";"-";"-";"-";"42";"-";"-";"-";"355";"-";"6";"1234";"63";"-";"-";"-";"8";"-";"4";"10";"-";"8822";"6778";"61";"14";"6703";"1092";"565";"2779";"48";"317";"88";"51";"23";"12";"-";"6";"-";"-";"-";"42";"-";"-";"-";"355";"-";"6";"1234";"63";"-";"-";"8";"-";"4";"10"
"151001";"151001";"20";"2";"1";"4720";"2924";"46";"12";"2866";"1644";"93";"277";"103";"183";"17";"-";"24";"-";"-";"-";"-";"-";"-";"166";"-";"31";"-";"178";"13";"-";"123";"-";"-";"-";"-";"-";"-";"-";"14";"-";"4720";"2924";"46";"12";"2866";"1644";"93";"277";"103";"183";"17";"-";"24";"-";"-";"-";"-";"-";"-";"166";"-";"31";"-";"178";"13";"-";"123";"-";"-";"-";"-";"-";"-";"14"
"151002";"151002";"20";"2";"1";"6965";"3972";"54";"35";"3883";"2087";"90";"358";"152";"283";"30";"-";"33";"-";"-";"-";"-";"-";"-";"228";"-";"63";"-";"250";"32";"-";"250";"-";"-";"-";"-";"-";"-";"-";"27";"-";"6965";"3972";"54";"35";"3883";"2087";"90";"358";"152";"283";"30";"-";"33";"-";"-";"-";"-";"-";"-";"228";"-";"63";"-";"250";"32";"-";"250";"-";"-";"-";"-";"-";"-";"27"
"151003";"151003";"20";"2";"1";"2755";"2007";"25";"8";"1974";"910";"75";"330";"80";"147";"18";"-";"16";"-";"-";"-";"-";"-";"-";"86";"-";"6";"-";"197";"5";"-";"99";"-";"-";"-";"-";"-";"-";"-";"5";"-";"2755";"2007";"25";"8";"1974";"910";"75";"330";"80";"147";"18";"-";"16";"-";"-";"-";"-";"-";"-";"86";"-";"6";"-";"197";"5";"-";"99";"-";"-";"-";"-";"-";"-";"5"
"151004";"151004";"20";"2";"1";"3550";"2113";"27";"8";"2078";"1140";"52";"163";"90";"167";"8";"-";"12";"-";"-";"-";"-";"-";"-";"117";"-";"98";"-";"112";"14";"-";"91";"-";"-";"-";"-";"-";"-";"-";"14";"-";"3550";"2113";"27";"8";"2078";"1140";"52";"163";"90";"167";"8";"-";"12";"-";"-";"-";"-";"-";"-";"117";"-";"98";"-";"112";"14";"-";"91";"-";"-";"-";"-";"-";"-";"14"
"151005";"151005";"20";"2";"1";"3919";"2999";"20";"18";"2961";"1487";"180";"418";"64";"216";"25";"-";"20";"-";"-";"-";"-";"-";"-";"100";"-";"3";"-";"297";"22";"-";"124";"-";"-";"-";"-";"-";"-";"-";"5";"-";"3919";"2999";"20";"18";"2961";"1487";"180";"418";"64";"216";"25";"-";"20";"-";"-";"-";"-";"-";"-";"100";"-";"3";"-";"297";"22";"-";"124";"-";"-";"-";"-";"-";"-";"5"
"151006";"151006";"20";"2";"1";"6401";"3670";"58";"15";"3597";"1947";"164";"352";"123";"211";"32";"-";"25";"-";"-";"-";"-";"-";"-";"209";"-";"16";"-";"207";"48";"-";"244";"-";"-";"-";"-";"-";"-";"-";"19";"-";"6401";"3670";"58";"15";"3597";"1947";"164";"352";"123";"211";"32";"-";"25";"-";"-";"-";"-";"-";"-";"209";"-";"16";"-";"207";"48";"-";"244";"-";"-";"-";"-";"-";"-";"19"
"151008";"151008";"20";"2";"1";"4344";"3215";"27";"7";"3181";"1527";"150";"521";"78";"173";"28";"-";"27";"-";"-";"-";"-";"-";"-";"101";"-";"19";"-";"276";"6";"-";"259";"-";"-";"-";"-";"-";"-";"-";"16";"-";"4344";"3215";"27";"7";"3181";"1527";"150";"521";"78";"173";"28";"-";"27";"-";"-";"-";"-";"-";"-";"101";"-";"19";"-";"276";"6";"-";"259";"-";"-";"-";"-";"-";"-";"16"
"151009";"151009";"20";"2";"1";"3439";"2653";"27";"8";"2618";"1142";"136";"416";"74";"255";"26";"-";"36";"-";"-";"-";"-";"-";"-";"67";"-";"11";"-";"265";"10";"-";"172";"-";"-";"-";"-";"-";"-";"-";"8";"-";"3439";"2653";"27";"8";"2618";"1142";"136";"416";"74";"255";"26";"-";"36";"-";"-";"-";"-";"-";"-";"67";"-";"11";"-";"265";"10";"-";"172";"-";"-";"-";"-";"-";"-";"8"
"151010";"151010";"20";"2";"1";"2310";"1747";"16";"3";"1728";"753";"93";"264";"35";"123";"9";"-";"19";"-";"-";"-";"-";"-";"-";"61";"-";"7";"-";"113";"4";"-";"243";"-";"-";"-";"-";"-";"-";"-";"4";"-";"2310";"1747";"16";"3";"1728";"753";"93";"264";"35";"123";"9";"-";"19";"-";"-";"-";"-";"-";"-";"61";"-";"7";"-";"113";"4";"-";"243";"-";"-";"-";"-";"-";"-";"4"
"153001";"153001";"18";"2";"1";"3744";"2386";"35";"6";"2345";"1082";"92";"260";"142";"170";"41";"-";"-";"-";"-";"-";"-";"-";"-";"173";"-";"-";"-";"220";"-";"-";"156";"-";"-";"-";"-";"-";"-";"-";"9";"-";"3744";"2386";"35";"6";"2345";"1082";"92";"260";"142";"170";"41";"-";"-";"-";"-";"-";"-";"-";"-";"173";"-";"-";"-";"220";"-";"-";"156";"-";"-";"-";"-";"-";"-";"9"
"153002";"153002";"18";"2";"1";"3658";"2015";"29";"14";"1972";"1061";"39";"136";"113";"149";"25";"-";"-";"-";"-";"-";"-";"-";"-";"141";"-";"-";"-";"182";"-";"-";"115";"-";"-";"-";"-";"-";"-";"-";"11";"-";"3658";"2015";"29";"14";"1972";"1061";"39";"136";"113";"149";"25";"-";"-";"-";"-";"-";"-";"-";"-";"141";"-";"-";"-";"182";"-";"-";"115";"-";"-";"-";"-";"-";"-";"11"
"153003";"153003";"18";"2";"1";"3362";"2041";"40";"8";"1993";"1157";"44";"145";"99";"143";"19";"-";"-";"-";"-";"-";"-";"-";"-";"115";"-";"-";"-";"132";"-";"-";"124";"-";"-";"-";"-";"-";"-";"-";"15";"-";"3362";"2041";"40";"8";"1993";"1157";"44";"145";"99";"143";"19";"-";"-";"-";"-";"-";"-";"-";"-";"115";"-";"-";"-";"132";"-";"-";"124";"-";"-";"-";"-";"-";"-";"15"
"153004";"153004";"18";"2";"1";"6307";"3538";"34";"20";"3484";"2037";"159";"246";"156";"195";"32";"-";"-";"-";"-";"-";"-";"-";"-";"194";"-";"-";"-";"151";"-";"-";"291";"-";"-";"-";"-";"-";"-";"-";"23";"-";"6307";"3538";"34";"20";"3484";"2037";"159";"246";"156";"195";"32";"-";"-";"-";"-";"-";"-";"-";"-";"194";"-";"-";"-";"151";"-";"-";"291";"-";"-";"-";"-";"-";"-";"23"
"153005";"153005";"18";"2";"1";"10719";"5450";"45";"50";"5355";"2767";"466";"359";"205";"284";"152";"-";"-";"-";"-";"-";"-";"-";"-";"291";"-";"-";"-";"307";"-";"-";"499";"-";"-";"-";"-";"-";"-";"-";"25";"-";"10719";"5450";"45";"50";"5355";"2767";"466";"359";"205";"284";"152";"-";"-";"-";"-";"-";"-";"-";"-";"291";"-";"-";"-";"307";"-";"-";"499";"-";"-";"-";"-";"-";"-";"25"
"155001";"155001";"12";"1";"1";"4101";"3232";"32";"13";"3187";"419";"141";"1133";"55";"123";"11";"-";"-";"-";"-";"-";"-";"-";"-";"83";"-";"147";"-";"399";"-";"13";"-";"-";"-";"-";"-";"663";"-";"-";"-";"-";"4101";"3232";"32";"13";"3187";"419";"141";"1133";"55";"123";"11";"-";"-";"-";"-";"-";"-";"-";"-";"83";"-";"147";"-";"399";"-";"13";"-";"-";"-";"-";"663";"-";"-";"-"
"155004";"155004";"12";"1";"1";"7075";"5251";"44";"8";"5199";"825";"204";"1741";"117";"190";"41";"-";"-";"-";"-";"-";"-";"-";"-";"190";"-";"382";"-";"612";"-";"7";"-";"-";"-";"-";"-";"890";"-";"-";"-";"-";"7075";"5251";"44";"8";"5199";"825";"204";"1741";"117";"190";"41";"-";"-";"-";"-";"-";"-";"-";"-";"190";"-";"382";"-";"612";"-";"7";"-";"-";"-";"-";"890";"-";"-";"-"
"157001";"157001";"13";"2";"1";"5867";"4306";"22";"15";"4269";"318";"366";"2573";"85";"276";"113";"-";"-";"11";"-";"-";"-";"-";"-";"25";"-";"-";"-";"268";"-";"-";"218";"-";"-";"-";"-";"-";"-";"-";"16";"-";"5867";"4306";"22";"15";"4269";"318";"366";"2573";"85";"276";"113";"-";"-";"11";"-";"-";"-";"-";"-";"25";"-";"-";"-";"268";"-";"-";"218";"-";"-";"-";"-";"-";"-";"16"
"157002";"157002";"13";"2";"1";"4861";"3505";"26";"9";"3470";"600";"363";"1537";"75";"367";"60";"-";"-";"19";"-";"-";"-";"-";"-";"31";"-";"-";"-";"140";"-";"-";"267";"-";"-";"-";"-";"-";"-";"-";"11";"-";"4861";"3505";"26";"9";"3470";"600";"363";"1537";"75";"367";"60";"-";"-";"19";"-";"-";"-";"-";"-";"31";"-";"-";"-";"140";"-";"-";"267";"-";"-";"-";"-";"-";"-";"11"
"157003";"157003";"13";"2";"1";"5369";"3925";"12";"10";"3903";"294";"446";"2294";"92";"276";"112";"-";"-";"13";"-";"-";"-";"-";"-";"18";"-";"-";"-";"195";"-";"-";"155";"-";"-";"-";"-";"-";"-";"-";"8";"-";"5369";"3925";"12";"10";"3903";"294";"446";"2294";"92";"276";"112";"-";"-";"13";"-";"-";"-";"-";"-";"18";"-";"-";"-";"195";"-";"-";"155";"-";"-";"-";"-";"-";"-";"8"
"157004";"157004";"13";"2";"1";"6009";"3605";"45";"27";"3533";"521";"423";"1708";"89";"269";"55";"-";"-";"13";"-";"-";"-";"-";"-";"32";"-";"-";"-";"186";"-";"-";"214";"-";"-";"-";"-";"-";"-";"-";"23";"-";"6009";"3605";"45";"27";"3533";"521";"423";"1708";"89";"269";"55";"-";"-";"13";"-";"-";"-";"-";"-";"32";"-";"-";"-";"186";"-";"-";"214";"-";"-";"-";"-";"-";"-";"23"
"157005";"157005";"13";"2";"1";"5633";"4070";"35";"10";"4025";"335";"470";"2291";"78";"320";"77";"-";"-";"6";"-";"-";"-";"-";"-";"27";"-";"-";"-";"196";"-";"-";"216";"-";"-";"-";"-";"-";"-";"-";"9";"-";"5633";"4070";"35";"10";"4025";"335";"470";"2291";"78";"320";"77";"-";"-";"6";"-";"-";"-";"-";"-";"27";"-";"-";"-";"196";"-";"-";"216";"-";"-";"-";"-";"-";"-";"9"
"157006";"157006";"13";"2";"1";"6052";"4625";"20";"13";"4592";"274";"550";"2725";"91";"324";"129";"-";"-";"6";"-";"-";"-";"-";"-";"19";"-";"-";"-";"253";"-";"-";"212";"-";"-";"-";"-";"-";"-";"-";"9";"-";"6052";"4625";"20";"13";"4592";"274";"550";"2725";"91";"324";"129";"-";"-";"6";"-";"-";"-";"-";"-";"19";"-";"-";"-";"253";"-";"-";"212";"-";"-";"-";"-";"-";"-";"9"
"157007";"157007";"13";"2";"1";"6759";"4821";"25";"25";"4771";"362";"495";"2636";"115";"358";"131";"-";"-";"22";"-";"-";"-";"-";"-";"28";"-";"-";"-";"298";"-";"-";"314";"-";"-";"-";"-";"-";"-";"-";"12";"-";"6759";"4821";"25";"25";"4771";"362";"495";"2636";"115";"358";"131";"-";"-";"22";"-";"-";"-";"-";"-";"28";"-";"-";"-";"298";"-";"-";"314";"-";"-";"-";"-";"-";"-";"12"
"157008";"157008";"13";"2";"1";"4852";"3545";"27";"3";"3515";"289";"321";"2099";"85";"200";"77";"-";"-";"7";"-";"-";"-";"-";"-";"19";"-";"-";"-";"218";"-";"-";"181";"-";"-";"-";"-";"-";"-";"-";"19";"-";"4852";"3545";"27";"3";"3515";"289";"321";"2099";"85";"200";"77";"-";"-";"7";"-";"-";"-";"-";"-";"19";"-";"-";"-";"218";"-";"-";"181";"-";"-";"-";"-";"-";"-";"19"
"157009";"157009";"13";"2";"1";"5590";"4163";"16";"2";"4145";"230";"384";"2645";"86";"186";"134";"-";"-";"11";"-";"-";"-";"-";"-";"20";"-";"-";"-";"259";"-";"-";"181";"-";"-";"-";"-";"-";"-";"-";"9";"-";"5590";"4163";"16";"2";"4145";"230";"384";"2645";"86";"186";"134";"-";"-";"11";"-";"-";"-";"-";"-";"20";"-";"-";"-";"259";"-";"-";"181";"-";"-";"-";"-";"-";"-";"9"
"157010";"157010";"13";"2";"1";"5237";"3635";"36";"23";"3576";"238";"296";"2192";"77";"207";"108";"-";"-";"7";"-";"-";"-";"-";"-";"22";"-";"-";"-";"250";"-";"-";"167";"-";"-";"-";"-";"-";"-";"-";"12";"-";"5237";"3635";"36";"23";"3576";"238";"296";"2192";"77";"207";"108";"-";"-";"7";"-";"-";"-";"-";"-";"22";"-";"-";"-";"250";"-";"-";"167";"-";"-";"-";"-";"-";"-";"12"
"159001";"159001";"15";"2";"1";"5207";"3614";"50";"14";"3550";"1029";"280";"585";"113";"374";"78";"-";"-";"13";"-";"4";"-";"-";"-";"91";"-";"96";"-";"577";"-";"-";"310";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5207";"3614";"50";"14";"3550";"1029";"280";"585";"113";"374";"78";"-";"-";"13";"-";"4";"-";"-";"-";"91";"-";"96";"-";"577";"-";"-";"310";"-";"-";"-";"-";"-";"-";"-"
"159002";"159002";"15";"2";"1";"7103";"4341";"75";"17";"4249";"1482";"275";"424";"147";"498";"69";"-";"-";"19";"-";"6";"-";"-";"-";"154";"-";"161";"-";"564";"-";"-";"450";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7103";"4341";"75";"17";"4249";"1482";"275";"424";"147";"498";"69";"-";"-";"19";"-";"6";"-";"-";"-";"154";"-";"161";"-";"564";"-";"-";"450";"-";"-";"-";"-";"-";"-";"-"
"159003";"159003";"15";"2";"1";"6524";"3733";"45";"21";"3667";"1301";"226";"455";"147";"357";"46";"-";"-";"11";"-";"9";"-";"-";"-";"161";"-";"113";"-";"533";"-";"-";"308";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6524";"3733";"45";"21";"3667";"1301";"226";"455";"147";"357";"46";"-";"-";"11";"-";"9";"-";"-";"-";"161";"-";"113";"-";"533";"-";"-";"308";"-";"-";"-";"-";"-";"-";"-"
"159004";"159004";"15";"2";"1";"7313";"4558";"51";"39";"4468";"1363";"385";"348";"107";"541";"47";"-";"-";"20";"-";"13";"-";"-";"-";"174";"-";"409";"-";"406";"-";"-";"655";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7313";"4558";"51";"39";"4468";"1363";"385";"348";"107";"541";"47";"-";"-";"20";"-";"13";"-";"-";"-";"174";"-";"409";"-";"406";"-";"-";"655";"-";"-";"-";"-";"-";"-";"-"
"159005";"159005";"15";"2";"1";"7451";"4132";"63";"27";"4042";"1550";"215";"393";"142";"504";"52";"-";"-";"27";"-";"9";"-";"-";"-";"181";"-";"126";"-";"426";"-";"-";"417";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7451";"4132";"63";"27";"4042";"1550";"215";"393";"142";"504";"52";"-";"-";"27";"-";"9";"-";"-";"-";"181";"-";"126";"-";"426";"-";"-";"417";"-";"-";"-";"-";"-";"-";"-"
"159006";"159006";"15";"2";"1";"6236";"4593";"67";"13";"4513";"1473";"431";"572";"100";"553";"61";"-";"-";"17";"-";"5";"-";"-";"-";"79";"-";"109";"-";"657";"-";"-";"456";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6236";"4593";"67";"13";"4513";"1473";"431";"572";"100";"553";"61";"-";"-";"17";"-";"5";"-";"-";"-";"79";"-";"109";"-";"657";"-";"-";"456";"-";"-";"-";"-";"-";"-";"-"
"159007";"159007";"15";"2";"1";"4254";"2926";"34";"13";"2879";"853";"264";"360";"75";"354";"47";"-";"-";"8";"-";"7";"-";"-";"-";"89";"-";"80";"-";"387";"-";"-";"355";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4254";"2926";"34";"13";"2879";"853";"264";"360";"75";"354";"47";"-";"-";"8";"-";"7";"-";"-";"-";"89";"-";"80";"-";"387";"-";"-";"355";"-";"-";"-";"-";"-";"-";"-"
"159008";"159008";"15";"2";"1";"4726";"2966";"32";"8";"2926";"993";"220";"372";"124";"289";"53";"-";"-";"11";"-";"7";"-";"-";"-";"111";"-";"59";"-";"406";"-";"-";"281";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4726";"2966";"32";"8";"2926";"993";"220";"372";"124";"289";"53";"-";"-";"11";"-";"7";"-";"-";"-";"111";"-";"59";"-";"406";"-";"-";"281";"-";"-";"-";"-";"-";"-";"-"
"159009";"159009";"15";"2";"1";"3847";"2011";"19";"9";"1983";"589";"175";"254";"55";"203";"41";"-";"-";"8";"-";"6";"-";"-";"-";"63";"-";"97";"-";"298";"-";"-";"194";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3847";"2011";"19";"9";"1983";"589";"175";"254";"55";"203";"41";"-";"-";"8";"-";"6";"-";"-";"-";"63";"-";"97";"-";"298";"-";"-";"194";"-";"-";"-";"-";"-";"-";"-"
"161001";"161001";"20";"2";"1";"2548";"1831";"19";"8";"1804";"599";"108";"222";"35";"82";"28";"-";"-";"-";"-";"-";"-";"-";"101";"51";"-";"42";"-";"479";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2548";"1831";"19";"8";"1804";"599";"108";"222";"35";"82";"28";"-";"-";"-";"-";"-";"-";"-";"101";"51";"-";"42";"-";"479";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-"
"161002";"161002";"20";"2";"1";"2846";"1611";"18";"9";"1584";"453";"86";"138";"32";"94";"10";"-";"-";"-";"-";"-";"-";"-";"180";"58";"-";"18";"-";"453";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2846";"1611";"18";"9";"1584";"453";"86";"138";"32";"94";"10";"-";"-";"-";"-";"-";"-";"-";"180";"58";"-";"18";"-";"453";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-"
"161003";"161003";"20";"2";"1";"4887";"2622";"46";"19";"2557";"913";"118";"245";"78";"104";"26";"-";"-";"-";"-";"-";"-";"-";"227";"104";"-";"38";"-";"587";"-";"-";"117";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4887";"2622";"46";"19";"2557";"913";"118";"245";"78";"104";"26";"-";"-";"-";"-";"-";"-";"-";"227";"104";"-";"38";"-";"587";"-";"-";"117";"-";"-";"-";"-";"-";"-";"-"
